ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
8743BE53DDD915D1,classic_bike,2023-05-26 11:58:17,2023-05-26 12:14:34,W 34 St & Hudson Blvd E,6535.04,Cleveland Pl & Spring St,5492.05,40.735353589,-74.046973348,40.722103786686034,-73.99724900722504,member
16A08B322E1BF0F7,classic_bike,2023-05-26 10:14:38,2023-05-26 10:26:12,Driggs Ave & N 9 St,5411.08,Cleveland Pl & Spring St,5492.05,40.735353589,-74.046973348,40.722103786686034,-73.99724900722504,member
0432950E336838D2,classic_bike,2023-05-23 20:15:52,2023-05-23 20:47:02,E 2 St & 2 Ave,5593.02,George St & Wilson Ave,4906.07,40.735353589,-74.046973348,40.702997,-73.92997,member
828A3908A4A3D3CB,classic_bike,2023-05-23 12:41:55,2023-05-23 12:48:40,E 11 St & 1 Ave,5746.14,Greenwich Ave & 8 Ave,6072.06,40.735353589,-74.046973348,40.7390169121,-74.0026376103,member
256851F4DE1FC002,classic_bike,2023-05-23 13:50:24,2023-05-23 14:07:18,Cooper Square & Astor Pl,5712.03,7 Ave & Central Park South,6912.01,40.735353589,-74.046973348,40.7667405590595,-73.9790689945221,member
490234F8EC50FE02,classic_bike,2023-05-25 19:17:50,2023-05-25 19:37:16,9 Ave & W 45 St,6717.06,W 51 St & 6 Ave,6740.10,40.735353589,-74.046973348,40.7606597,-73.98042047,casual
AFF80E596BEC7138,classic_bike,2023-05-25 19:55:23,2023-05-25 20:03:54,9 Ave & W 39 St,6644.08,W 45 St & 8 Ave,6676.02,40.735353589,-74.046973348,40.75929124,-73.98859651,casual
A838ED866ED431FD,classic_bike,2023-05-23 13:40:56,2023-05-23 13:46:44,Greenwich Ave & 8 Ave,6072.06,Cooper Square & Astor Pl,5712.03,40.735353589,-74.046973348,40.72951496224949,-73.99075269699097,member
667518E9B3709E09,classic_bike,2023-07-19 12:13:17,2023-07-19 12:16:50,Walker St & Baxter St,5351.07,Catherine St & Monroe St,5128.04,40.7310711,-74.06444608333334,40.71117444,-73.99682619,member
